House for sale,Loan,current account,Textile,Unemployment,government,Hotels,Jobs,Birthday,Credit,revenue,M0,Economy News,Crisis,Manufacturing,Real estate,protest,deficit,Inflation,Travel,Aviation,Economic crisis,Interest,Car Loan,Weddings,FMCG,Fitness,budget,Tourism,subsidy,stock market,Recession,USAID,taxes,ehsaas program,World News,Politics,Cinema,trade,Financial crisis,CPI,Cars,Newspapers,Cigarette,House Loan,Food,LSM,Construction,PSB,Agriculture,mehngai,Fast Food,Business News,parliament,Investment,economic growth,elections
24,6,14,4,6,7,9,16,44,28,63,33,0,14,11,13,13,51,8,12,11,6,55,4,11,47,13,6,5,9,4,2,1,10,0,6,6,52,14,2,27,10,1,78,0,40,0,10,0,4,0,8,35,3,8,14,2
35,5,13,4,5,5,9,16,44,25,54,0,39,14,9,12,9,49,8,12,11,4,57,3,14,40,12,6,4,7,3,2,2,8,0,3,5,62,14,1,27,10,1,62,0,37,0,10,60,4,0,8,20,2,7,14,5
40,5,12,3,4,6,9,20,42,29,51,30,36,14,9,15,8,43,7,12,12,3,57,3,10,42,12,5,3,8,4,1,2,10,0,4,4,63,14,0,26,10,1,54,0,35,0,10,71,3,0,7,29,2,8,11,1
41,6,14,5,4,6,12,21,37,34,55,0,47,15,11,17,9,41,8,14,11,6,62,2,19,43,13,6,4,7,4,2,2,12,0,4,4,53,15,0,36,10,1,59,0,38,0,11,0,4,0,8,20,3,9,11,1
33,6,17,4,5,6,11,18,32,28,50,0,51,13,10,15,9,51,8,12,11,3,70,4,14,38,13,6,4,6,4,1,2,11,0,3,5,29,14,2,29,9,1,54,0,36,0,10,0,3,0,7,17,2,8,9,1
41,6,17,3,5,6,12,18,34,24,54,0,0,14,9,15,9,65,7,12,11,0,56,5,18,31,14,6,4,0,4,2,4,11,0,5,5,44,14,1,31,11,1,51,0,36,2,9,0,3,0,9,0,2,8,14,1
37,6,17,4,5,6,11,19,38,26,49,0,0,16,10,15,11,48,7,14,12,0,64,4,19,44,15,6,4,9,4,3,8,11,0,4,5,42,14,1,32,10,1,67,0,38,0,10,0,3,0,7,19,4,8,12,1
37,6,17,4,3,5,10,19,42,24,47,0,0,12,8,14,8,49,6,14,11,0,56,4,19,38,14,5,3,8,3,2,2,11,0,3,5,88,12,0,29,11,1,69,0,34,0,9,0,3,0,7,0,3,8,8,1
40,6,15,4,3,5,11,21,41,27,47,0,0,15,8,17,6,51,5,15,12,0,54,5,17,46,15,6,3,8,3,1,3,10,0,3,4,55,14,1,22,11,1,67,0,35,0,10,71,3,0,7,17,3,8,10,2
33,6,13,5,3,5,10,21,39,26,50,0,0,12,9,17,9,45,5,15,12,3,58,4,15,42,14,6,3,0,5,2,3,11,0,3,5,53,14,1,40,11,1,61,0,34,0,10,0,3,0,8,20,2,8,7,1
35,6,14,5,4,6,10,20,46,27,48,0,0,14,10,16,7,36,6,15,13,0,58,5,17,46,15,5,4,6,4,1,2,12,0,4,6,38,15,2,27,10,1,64,0,37,0,11,0,4,0,7,24,3,11,9,1
37,9,14,5,4,7,10,20,40,26,53,0,0,14,12,17,8,52,7,15,14,0,63,6,22,43,15,6,4,6,4,1,2,10,0,5,6,39,14,3,32,10,1,63,60,42,0,12,52,5,0,8,0,3,12,15,1
33,9,16,5,4,9,10,19,37,29,59,33,45,15,11,17,6,53,8,14,12,0,62,7,20,36,15,7,5,7,5,2,2,11,0,4,7,46,15,0,31,9,1,66,0,42,0,12,57,5,0,7,35,4,9,13,14
37,7,8,5,4,8,10,18,36,26,58,7,13,14,10,16,7,41,7,14,12,1,58,3,19,48,13,7,5,4,4,1,2,10,0,4,6,56,14,1,30,9,0,57,10,42,0,11,28,4,0,5,12,4,9,8,1
